ASV_ID	LK_1	LK_2	LK_3	LK_4	LK_5	LM_1	LM_2	LM_3	LM_4	LM_5	RK_1	RK_2	RK_3	RK_4	RK_5	RM_1	RM_2	RM_3	RM_4	RM_5
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	349	513	819	255	362	468	1016	397	554	851	14	30	22	35	25	33	67	34	34	11
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix	0	22	29	13	8	0	0	0	9	15	27	22	34	6	29	40	64	61	25	33
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter	46	39	19	16	34	19	49	13	10	14	80	61	77	72	132	101	87	128	98	116
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae;g__Nodosilinea_PCC-7104	16	23	25	28	24	0	9	31	0	0	0	0	3	3	0	0	0	3	0	0
d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__BSV26;g__BSV26	150	115	117	168	130	95	75	98	113	47	237	193	252	214	220	169	217	202	180	202
d__Bacteria;p__NKB15;c__NKB15;o__NKB15;f__NKB15;g__NKB15	7	0	3	3	20	9	13	12	14	14	6	31	0	18	23	46	25	57	40	29
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__uncultured	8	21	0	18	0	0	0	0	0	0	49	36	73	12	48	44	52	77	20	18
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured	0	0	0	0	0	0	0	5	0	0	2	7	18	9	16	0	0	0	4	0
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49;g__vadinHA49	2	6	0	4	2	0	0	0	0	0	15	1	13	10	14	7	6	4	1	3
d__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;f__Blfdi19;g__Blfdi19	4	38	18	34	14	0	0	25	23	8	4	2	10	5	6	4	0	0	0	5
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured	10	1	0	4	3	0	0	0	7	8	4	21	8	8	8	25	9	11	11	17
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;__	22	19	0	0	6	7	36	0	12	14	52	71	84	64	138	15	7	42	39	9
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;__;__	16	51	21	53	80	30	13	23	8	21	8	21	10	23	0	0	0	0	0	0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum	0	10	0	0	7	0	23	0	0	11	16	31	15	17	12	14	13	28	27	8
d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__uncultured;f__uncultured;g__uncultured	0	10	11	0	0	18	6	4	0	5	6	4	10	18	11	17	14	13	21	11
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__Ercella	0	0	0	0	7	0	0	9	0	0	0	4	1	6	0	12	0	8	9	0
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__RBG-16-49-21	44	23	14	27	7	9	46	35	17	18	84	70	101	38	56	39	48	112	55	56
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UTBCD1	114	48	23	37	50	59	65	45	55	28	140	156	206	224	138	225	248	325	277	288
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Z4MB62;g__Z4MB62	11	8	9	2	10	4	0	7	0	0	7	2	3	2	0	6	6	14	17	4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilaceae	0	0	0	0	3	0	0	0	9	0	14	17	7	7	10	29	14	22	21	15
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__uncultured	5	32	17	34	15	0	0	10	21	8	5	1	1	0	3	4	7	13	4	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_12	38	85	78	36	114	33	64	29	51	59	9	27	28	31	37	19	37	38	45	16
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter	33	0	0	0	0	0	7	6	0	28	21	7	17	17	15	9	25	5	5	12
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;__	16	33	22	33	44	6	18	13	16	11	14	8	5	6	5	6	3	3	9	7
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__MA-28-I98C;f__MA-28-I98C;g__MA-28-I98C	11	20	0	11	14	0	0	0	17	0	12	13	10	0	10	5	7	8	4	0
d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__Desulfomonile	13	26	37	9	21	0	28	32	18	16	0	15	23	10	38	18	37	29	23	5
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Oxyphotobacteria_Incertae_Sedis;f__Unknown_Family;g__Pseudanabaena_NgrPSln22	29	78	37	72	64	11	4	18	20	14	0	2	0	0	0	0	1	0	0	0
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium	57	71	50	94	115	106	51	57	53	34	73	71	54	68	52	76	71	69	99	77
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Longivirga	30	12	6	0	6	4	0	0	0	0	0	9	4	3	7	6	3	0	7	5
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Oxyphotobacteria_Incertae_Sedis;f__Unknown_Family;g__uncultured	8	9	45	4	19	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__SWB02	34	15	16	8	28	22	28	11	29	30	60	43	40	36	40	48	29	25	13	56
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__[Cytophaga]_xylanolytica_group	0	0	0	0	2	0	0	0	0	0	14	23	8	7	7	0	2	9	11	7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;__;__	0	197	0	237	115	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__uncultured	14	8	26	8	21	0	8	10	0	0	1	13	5	0	4	9	1	1	13	1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	15	17	0	27	12	0	10	20	11	11	17	14	23	7	6	12	6	2	7	12
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;__	6	13	4	17	17	20	0	0	0	10	0	5	0	0	2	0	0	0	0	0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;__;__	15	15	0	5	5	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium	0	8	0	19	7	0	0	0	3	0	0	0	0	0	0	6	5	8	5	7
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum	3	24	68	19	32	40	11	0	1	12	23	16	10	18	13	24	26	45	28	34
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41	53	53	48	24	59	29	67	13	38	14	130	116	124	133	90	157	178	160	206	141
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptonema	0	0	0	0	0	0	0	0	0	0	162	104	197	61	127	112	61	137	84	66
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured	15	44	10	23	28	57	3	19	11	23	5	5	4	0	2	4	3	11	10	0
d__Bacteria;p__Patescibacteria;c__ABY1;__;__;__	4	10	0	3	11	0	0	0	7	0	0	0	0	0	0	0	1	7	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria	11	9	0	14	11	33	2	1	1	0	14	13	5	3	6	15	11	24	20	13
d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Candidatus_Latescibacter	8	8	3	4	5	0	17	2	9	7	10	10	5	21	6	18	21	20	9	22
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Phaselicystidaceae;g__Phaselicystis	0	0	0	0	0	0	0	4	0	0	10	18	0	8	5	19	12	8	21	9
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;__;__	0	12	0	5	34	0	13	49	41	34	14	36	20	55	4	2	43	16	13	34
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis	3	0	0	0	0	0	0	0	0	0	6	7	7	7	4	0	0	0	0	0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;__;__;__	0	0	0	0	3	0	0	8	0	0	2	5	0	0	3	5	2	0	2	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	58	70	91	76	102	24	60	47	37	31	0	9	5	9	15	17	6	0	17	9
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Pleomorphomonas	0	0	0	0	0	0	0	0	0	0	0	14	6	9	0	75	46	63	70	8
d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus	0	21	0	0	16	30	0	10	0	10	0	2	0	4	4	14	5	1	0	3
d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__BD2-11_terrestrial_group;f__BD2-11_terrestrial_group;g__BD2-11_terrestrial_group	0	0	0	2	0	0	2	0	11	0	3	6	3	1	0	0	1	0	0	1
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Thermodesulfovibrionaceae;g__Thermodesulfovibrio	5	4	16	0	0	0	0	0	18	0	0	4	0	2	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__BD1-7_clade	27	38	53	44	18	22	24	18	22	7	23	23	8	1	12	25	12	18	10	17
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__OLB12	81	146	50	139	85	95	7	38	34	15	63	44	34	14	64	26	16	35	48	19
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__DEV008	33	46	22	65	12	14	11	23	0	15	7	2	5	0	3	0	0	0	1	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Williamwhitmaniaceae;g__Blvii28_wastewater-sludge_group	7	23	37	33	34	19	7	8	9	0	22	5	15	6	8	3	0	5	10	3
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;__	24	0	24	25	14	6	17	18	20	6	47	47	16	14	57	67	41	52	46	43
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum	24	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	4	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__Bacteroidetes_BD2-2	5	0	11	0	1	22	0	0	0	0	30	12	25	1	8	0	0	17	3	14
d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus	6	11	0	0	4	0	22	0	12	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__JG30-KF-CM66;f__JG30-KF-CM66;g__JG30-KF-CM66	19	11	29	16	33	22	39	3	18	0	25	47	24	40	47	37	45	39	34	54
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yanofskybacteria;f__Candidatus_Yanofskybacteria;g__Candidatus_Yanofskybacteria	5	0	10	0	2	1	5	5	9	0	13	10	20	33	31	4	0	4	11	4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group	14	2	27	17	9	0	4	18	2	11	0	1	0	0	1	2	0	0	0	0
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;__	0	7	5	0	0	26	22	16	7	0	15	34	25	13	14	56	34	37	18	29
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	0	0	0	0	0	0	0	0	0	0	0	3	0	6	4	2	3	9	3	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter	0	0	0	0	0	0	0	11	26	0	0	0	0	0	0	0	4	0	0	2
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;__	252	182	297	146	204	203	338	231	257	129	80	129	117	150	195	91	120	113	174	79
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;__;__	0	0	0	0	0	0	0	0	0	0	7	3	9	0	14	33	18	20	19	24
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1	188	212	252	139	133	157	193	230	200	319	41	82	47	46	71	41	80	75	90	66
d__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordia;f__Limnochordia;g__Hydrogenispora	0	0	3	0	9	24	0	8	11	19	0	7	6	3	9	5	6	6	5	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_13	0	4	0	0	0	0	7	0	0	0	0	3	0	0	0	0	4	0	9	0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade	0	8	2	0	0	23	0	4	5	0	6	0	1	0	1	0	0	0	0	0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Levilinea	20	0	23	16	3	20	4	19	10	0	15	5	15	11	14	7	15	11	20	13
d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25;g__bacteriap25	33	39	30	33	23	0	33	47	22	34	15	18	23	36	50	19	32	25	25	30
d__Bacteria;p__Deferrisomatota;c__Defferrisomatia;o__Defferrisomatales;f__Defferrisomataceae;g__Deferrisoma	58	71	20	54	44	33	41	62	65	64	106	69	79	87	71	27	70	51	51	40
d__Bacteria;p__Firmicutes;c__Clostridia;__;__;__	0	0	0	0	0	0	0	0	0	0	10	8	11	0	6	4	4	10	0	5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured	63	38	23	47	45	6	17	11	0	22	43	40	28	23	32	33	57	44	42	68
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter	24	18	62	28	26	0	0	11	14	26	0	0	4	9	6	2	6	0	0	4
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__uncultured;g__uncultured	1	0	0	0	0	0	0	0	2	0	8	10	0	0	1	3	8	22	15	3
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__HAVOmat113	5	7	13	7	9	18	0	5	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_2;f__Subgroup_2;g__Subgroup_2	12	7	0	17	9	16	0	0	20	4	29	42	33	25	50	23	34	20	30	25
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	0	0	7	0	10	17	0	7	8	14	0	2	0	0	0	0	0	5	5	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__uncultured	0	0	0	0	0	0	0	0	0	0	1	8	1	9	4	7	9	6	23	10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured	0	0	0	4	0	0	0	0	0	6	25	31	57	32	33	36	35	61	50	22
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis	92	79	200	107	139	55	43	79	67	73	7	24	20	40	42	29	43	31	56	24
d__Bacteria;p__Myxococcota;c__Polyangia;__;__;__	14	15	16	7	15	15	20	13	20	27	21	15	15	10	16	10	4	16	21	20
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;__	3	17	19	48	4	0	0	13	0	0	0	0	0	0	0	8	0	0	4	5
d__Bacteria;p__Dadabacteria;c__Dadabacteriia;o__Dadabacteriales;f__Dadabacteriales;g__Dadabacteriales	2	0	0	0	0	13	3	4	0	0	0	0	1	0	5	4	0	7	4	1
d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium	12	10	0	4	9	7	34	0	11	0	1	0	6	0	9	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas	0	0	0	0	4	13	0	19	0	0	0	0	5	0	8	10	0	0	5	1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Candidatus_Methylospira	17	25	25	20	12	0	19	14	8	7	97	119	166	150	142	94	80	131	148	79
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;__	0	18	0	0	0	0	0	18	0	4	22	38	23	18	12	13	12	58	32	8
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea	75	14	71	47	21	27	22	93	51	30	122	82	99	130	108	58	71	52	79	86
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__uncultured	7	9	0	0	5	0	9	0	0	0	6	7	4	10	4	1	3	0	0	1
d__Bacteria;p__Acidobacteriota;c__Subgroup_5;o__Subgroup_5;f__Subgroup_5;g__Subgroup_5	0	7	7	14	11	25	12	16	0	0	8	9	20	14	10	12	20	8	6	17
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__S085;f__S085;g__S085	26	12	55	8	12	41	28	7	18	25	23	26	19	41	32	25	45	19	26	37
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__uncultured	8	22	18	13	22	0	0	19	0	14	9	19	17	10	10	28	22	21	15	15
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus	16	5	0	0	0	0	0	0	0	0	75	77	44	122	98	882	676	928	478	165
d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystaceae	0	0	25	7	0	0	0	0	0	0	3	0	5	0	5	0	3	0	4	5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter	0	0	0	0	0	0	0	10	0	11	6	30	17	28	54	168	51	110	63	57
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Acidibacter	0	6	21	13	19	0	0	7	0	0	12	0	10	0	0	0	4	11	0	8
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria	0	0	0	0	3	0	0	0	0	0	25	9	11	5	0	0	8	23	12	24
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__uncultured;g__uncultured	0	9	0	0	10	0	0	0	0	0	2	5	4	0	6	3	4	0	5	5
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__uncultured	171	156	242	103	129	224	217	121	192	129	8	20	28	43	76	25	27	27	43	22
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Bellilinea	42	31	19	50	15	40	35	22	25	48	62	32	72	61	45	48	55	46	96	64
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__uncultured;g__uncultured	0	0	13	5	0	9	0	0	4	0	1	6	5	12	3	5	5	0	0	2
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__uncultured	0	1	16	0	15	0	0	4	21	13	67	42	197	23	150	15	11	17	12	15
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;__;__	9	0	0	5	0	0	0	0	8	0	0	7	2	0	0	3	0	4	3	4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__DSSD61	10	31	0	24	21	0	0	16	5	28	12	6	7	5	4	3	3	3	4	4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Microbacter	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	4	1	6	9	0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium	34	58	37	12	52	31	23	16	31	0	7	9	6	13	26	6	14	18	13	0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;__	22	8	10	6	23	36	0	0	13	0	14	6	27	12	14	13	8	14	31	11
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidium_MBIC10003	16	7	0	16	0	0	0	7	12	5	0	4	4	2	0	0	3	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;__;__	0	0	0	0	2	0	4	2	9	0	4	3	4	5	6	3	3	9	5	4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Candidatus_Portiera	11	0	2	5	6	59	20	13	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter	46	58	1	22	41	82	24	38	6	7	29	27	29	21	20	29	0	20	27	31
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Z114MB74	14	5	15	14	12	0	7	7	8	0	0	0	4	0	6	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia	0	0	14	0	0	0	0	0	0	0	0	0	0	0	6	7	0	2	3	0
d__Bacteria;p__Patescibacteria;c__CPR2;o__CPR2;f__CPR2;g__CPR2	0	7	0	0	2	0	0	12	0	0	10	8	9	7	5	23	24	27	16	25
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__uncultured	14	6	0	0	13	0	17	17	9	23	0	1	0	7	10	7	0	0	1	0
d__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Moduliflexaceae	10	26	10	12	22	0	4	11	10	19	26	21	33	5	8	6	8	18	5	4
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;__	6	16	0	5	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Collierbacteria;f__Candidatus_Collierbacteria;g__Candidatus_Collierbacteria	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	6	13	8	11
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__GOUTA6	0	0	0	0	0	19	8	0	8	0	7	13	14	9	13	7	5	8	9	3
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;__;__	8	20	31	15	18	10	0	20	0	18	0	5	4	0	11	0	5	0	1	5
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;__;__	32	21	24	14	31	34	0	20	17	10	59	51	49	38	96	51	48	51	37	65
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__A4b	60	10	4	0	30	24	20	6	13	17	42	91	54	75	84	96	150	48	72	100
d__Bacteria;p__WOR-1;c__WOR-1;o__WOR-1;f__WOR-1;g__WOR-1	0	3	6	6	9	0	8	2	15	12	10	2	10	2	18	0	0	10	8	0
d__Bacteria;p__LCP-89;c__LCP-89;o__LCP-89;f__LCP-89;g__LCP-89	12	10	15	4	15	13	4	9	6	0	7	10	18	13	5	10	12	6	8	8
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;__	0	13	0	0	10	32	0	0	0	0	0	0	5	0	0	6	0	0	0	3
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__SH3-11	24	28	6	28	9	10	9	17	19	23	8	5	3	0	0	2	5	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36;f__HOC36;g__HOC36	0	0	0	0	0	0	39	9	0	0	0	3	0	0	0	0	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;__	0	0	0	0	0	14	0	4	4	0	1	2	0	0	6	0	0	4	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17;g__env.OPS_17	0	31	24	41	31	14	16	20	17	22	17	26	47	17	46	18	22	51	20	42
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__JG30-KF-CM45	33	20	0	11	13	0	16	19	33	44	0	9	5	12	14	1	11	4	8	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	25	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria;g__Candidatus_Falkowbacteria	21	14	17	14	11	16	16	21	4	9	50	18	25	22	23	84	29	61	69	45
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__DS-100;f__DS-100;g__DS-100	39	53	71	35	35	37	47	26	45	13	59	54	42	46	38	90	57	56	59	71
